id,Decision,Driving_to,Passanger,Weather,Temperature,Time,Coupon,Coupon_validity,Gender,Age,Maritalstatus,Children,Education,Occupation,Income,Bar,Coffeehouse,Carryaway,Restaurantlessthan20,Restaurant20to50,Direction_same,Distance
4589,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,46,Married partner,1,Bachelors degree,Education&Training&Library,$75000 - $87499,1,2,2,2,1,0,2
4590,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,1,0,3,2,1,0,3
4591,1,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,41,Married partner,1,Associates degree,Farming Fishing & Forestry,$25000 - $37499,0,0,0,2,0,0,2
4592,0,Home,Alone,Sunny,55,6PM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1,0,1,1,1,1,1
4593,1,Work,Alone,Sunny,55,7AM,Bar,1d,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,2,0,2,3,2,0,3
4594,1,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,0,1,2,2,2,0,1
4595,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,1,4,3,2,1,0,2
4596,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,0,2,2,1,1,0,2
4597,1,Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,2,2,3,2,1,0,3
4598,1,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,0,2,3,2,1,0,1
4599,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,21,Single,0,High School Graduate,Unemployed,$100000 or More,0,0,1,0,0,0,2
4600,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,0,1,1,2,1,0,2
4601,1,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,2,3,3,2,1,0,2
4602,1,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,0,2,2,3,2,0,1
4603,1,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,2,3,2,4,3,0,3
4604,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,1,1,2,2,1,0,1
4605,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,Married partner,1,Associates degree,Unemployed,$37500 - $49999,0,2,2,2,2,0,3
4606,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$87500 - $99999,0,1,2,2,1,0,1
4607,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Single,0,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,1,2,2,1,0,0,3
4608,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,36,Married partner,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,1,2,3,2,2,1,1
4609,1,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,3,4,1,2,0,0,1
4610,1,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,0,2,2,2,1,1,1
4611,0,Home,Alone,Sunny,80,6PM,Bar,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,1,2,3,2,1,1,1
4612,0,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,2,3,4,2,2,0,2
4613,0,Work,Alone,Snowy,30,7AM,Bar,1d,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,0,0,3,1,1,0,3
4614,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,1,3,4,4,2,0,2
4615,0,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,3,2,2,3,3,1,1
4616,1,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,1,1,3,2,1,0,1
4617,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,1,1,2,2,1,1,1
4618,0,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,0,0,2,1,0,0,2
4619,1,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,50plus,Single,1,Some college - no degree,Unemployed,Less than $12500,0,2,1,2,1,0,2
4620,0,Home,Alone,Sunny,55,6PM,Bar,1d,Male,46,Single,0,Bachelors degree,Management,$100000 or More,0,1,3,2,0,1,1
4621,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,0,0,2,1,0,1,1
4622,1,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,2,4,1,0,1
4623,0,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,21,Married partner,0,High School Graduate,Office & Administrative Support,$12500 - $24999,0,0,3,2,1,0,1
4624,1,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Computer & Mathematical,$25000 - $37499,1,2,2,2,1,0,1
4625,1,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,0,3,3,3,0,0,2
4626,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,4,4,4,4,4,0,1
4627,0,Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,0,1,3,2,2,0,3
4628,0,No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,0,3,2,3,1,0,2
4629,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,0,2,1,2,1,0,2
4630,0,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,1,4,3,4,2,1,2
4631,0,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,0,0,1,1,0,1,2
4632,0,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,46,Single,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,0,0,4,3,1,0,1
4633,0,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,36,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,1,0,3,3,0,0,1
4634,1,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,1,3,3,2,0,0,1
4635,0,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,1,4,2,1,0,1
4636,0,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Business & Financial,$37500 - $49999,,,,,,0,2
4637,0,Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,1,1,4,2,1,1
4638,0,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,0,0,1,0,0,1,2
4639,1,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,1,1,1,1,1,0,1
4640,0,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,3,3,4,3,0,2
4641,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,0,2,2,2,1,1,2
4642,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,0,0,1,3,2,0,3
4643,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Associates degree,Community & Social Services,$50000 - $62499,0,2,2,2,1,0,2
4644,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,3,2,2,3,3,0,2
4645,1,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,0,0,3,3,0,1,1
4646,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,1,1,4,2,0,2
4647,0,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,0,1,2,3,3,0,1
4648,1,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,46,Married partner,1,Some college - no degree,Computer & Mathematical,$62500 - $74999,0,2,3,2,2,0,2
4649,1,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,1,2,2,2,1,0,2
4650,0,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,0,2,2,3,1,0,2
4651,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Single,0,Associates degree,Student,$12500 - $24999,2,1,2,1,2,0,2
4652,0,Home,Alone,Sunny,80,6PM,Bar,2h,Male,36,Married partner,0,Associates degree,Management,$100000 or More,2,2,2,2,2,1,1
4653,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(20-50),2h,Male,36,Married partner,1,Bachelors degree,Sales & Related,$62500 - $74999,0,0,1,2,2,0,2
4654,0,Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$87500 - $99999,2,2,2,3,2,0,3
4655,0,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,2,0,2,2,1,0,1
4656,0,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Computer & Mathematical,$37500 - $49999,1,2,3,2,1,1,1
4657,1,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,0,0,2,2,2,0,1
4658,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,$100000 or More,1,4,3,3,3,0,2
4659,1,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,0,4,3,2,1,0,1
4660,1,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,1,1,2,1,2,0,2
4661,1,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,46,Married partner,1,Some college - no degree,Computer & Mathematical,$62500 - $74999,0,2,3,2,2,0,1
4662,0,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$12500 - $24999,1,3,3,4,1,0,1
4663,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,0,0,3,2,,1,2
4664,1,No Urgent Place,Friend(s),Sunny,55,6PM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Installation Maintenance & Repair,$25000 - $37499,0,3,3,4,1,0,2
4665,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,0,3,3,3,0,1,1
4666,0,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,1,1,2,2,2,0,1
4667,0,Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,0,1,1,2,1,0,3
4668,1,Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,3,2,3,2,1,0,2
4669,0,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Associates degree,Office & Administrative Support,$12500 - $24999,1,2,2,2,2,0,3
4670,0,No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,2,2,4,3,1,0,2
4671,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,41,Single,0,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,1,2,2,1,0,0,1
4672,1,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,1,2,2,2,1,1,1
4673,1,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,46,Single,0,Some college - no degree,Student,$12500 - $24999,0,3,2,2,0,0,1
4674,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Life Physical Social Science,$50000 - $62499,1,0,3,1,1,0,1
4675,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,2,3,2,3,2,0,3
4676,1,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,0,0,3,3,0,1,1
4677,1,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,1,2,1,2,1,1,1
4678,1,No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,0,3,2,3,1,0,1
4679,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,0,2,2,2,1,0,2
4680,1,Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,0,0,2,1,0,1,2
4681,1,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,1,4,3,1,1,2
4682,1,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,36,Unmarried partner,0,Some college - no degree,Construction & Extraction,$25000 - $37499,0,3,3,1,1,1,1
4683,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,0,0,2,2,2,0,2
4684,1,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,36,Married partner,1,Some college - no degree,Management,$50000 - $62499,1,2,3,2,2,0,2
4685,0,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,0,2,1,3,1,1,1
4686,0,Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,0,2,3,1,0,0,3
4687,0,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,1,4,2,2,1,0,2
4688,0,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,2,2,2,3,1,0,2
4689,1,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Life Physical Social Science,Less than $12500,1,2,3,4,1,0,1
4690,0,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,0,3,2,3,1,0,2
4691,0,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,0,4,4,4,2,0,2
4692,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$50000 - $62499,2,4,3,2,1,0,1
4693,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,0,1,2,2,2,0,2
4694,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Associates degree,Legal,$100000 or More,1,0,4,3,2,0,1
4695,1,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,31,Married partner,0,Bachelors degree,Sales & Related,$75000 - $87499,2,2,3,3,3,0,1
4696,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,0,1,1,1,0,0,2
4697,0,Work,Alone,Snowy,30,7AM,Bar,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$100000 or More,1,0,2,1,1,0,3
4698,1,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,50plus,Married partner,1,Some college - no degree,Transportation & Material Moving,$75000 - $87499,0,0,3,4,1,0,1
4699,0,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,0,1,2,2,0,0,2
4700,0,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,Some college - no degree,Life Physical Social Science,Less than $12500,1,2,3,4,1,0,2
4701,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,31,Single,0,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,2,3,3,3,3,0,2
4702,0,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,0,3,2,3,2,0,1
4703,0,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,0,1,3,2,2,0,1
4704,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,26,Married partner,0,Bachelors degree,Healthcare Practitioners & Technical,$100000 or More,0,2,2,3,1,0,2
4705,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,2,1,,1,1,1,2
4706,0,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,1,0,2
4707,1,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,2,0,2,3,2,0,2
4708,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,36,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,1,0,3,3,0,0,3
4709,1,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,50plus,Unmarried partner,1,Some college - no degree,Management,$37500 - $49999,0,0,3,2,1,0,2
4710,0,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,3,1,2,1,0,1,2
4711,0,Work,Alone,Snowy,30,7AM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,1,4,2,1,0,3
4712,0,Work,Alone,Rainy,55,7AM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,2,1,2,3,2,0,3
4713,1,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,1,1,3,2,2,1,1
4714,0,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,0,0,1,1,1,0,1
4715,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Student,$62500 - $74999,3,3,2,2,1,0,2
4716,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,1,3,3,2,0,0,2
4717,0,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Sales & Related,$37500 - $49999,2,1,3,3,1,0,2
4718,0,Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,0,0,2,1,1,0,3
4719,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Healthcare Practitioners & Technical,$37500 - $49999,2,2,4,4,4,0,2
4720,0,Home,Alone,Sunny,80,6PM,Bar,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,1,1,1
4721,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Associates degree,Unemployed,Less than $12500,1,1,2,1,1,0,3
4722,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,31,Married partner,1,Bachelors degree,Life Physical Social Science,$37500 - $49999,0,1,3,3,1,0,2
4723,0,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,1,2,2,2,1,1,1
4724,0,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,1,3,2,1,1,0,2
4725,0,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,0,0,2,2,1,0,2
4726,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,2,1,2,2,0,1,1
4727,1,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,0,4,4,4,3,0,1
4728,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Computer & Mathematical,$87500 - $99999,,,,,,0,1
4729,1,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,1,1,3,2,2,0,2
4730,0,Work,Alone,Rainy,55,7AM,Restaurant(20-50),1d,Male,26,Single,0,Bachelors degree,Unemployed,$62500 - $74999,3,0,3,2,1,0,3
4731,1,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,0,0,2,4,2,0,1
4732,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,3,3,3,3,1,0,2
4733,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$37500 - $49999,2,4,3,3,1,0,2
4734,0,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,2,1,3,2,1,0,1
4735,1,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1,2,4,3,1,0,2
4736,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,2,0,2,3,2,1,1
4737,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,2,4,3,2,1,0,1
4738,1,Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,1,2,4,4,2,0,3
4739,1,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,1,1,1,2,2,1,1
4740,1,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$37500 - $49999,1,2,3,2,1,0,3
4741,1,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$87500 - $99999,2,4,3,3,1,1,1
4742,0,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,1,,2,0,0,0,1
4743,0,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,0,0,2,1,0,0,2
4744,1,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,2,3,2,4,3,1,1
4745,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,2,3,2,4,4,0,2
4746,0,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,0,0,1,2,1,0,1
